question_id,question,answer,ideal_score,tfidf_cosine_score,tfidf_score_100,tfidf_2_3_ngram_score,bm25_score,wmd_score
Q1,"What is Object-Oriented Programming, and how does it differ from procedural programming? Explain the four core principles of Object-Oriented Programming in your answer. Furthermore, provide a real-world example that clearly shows encapsulation or inheritance, and finally, describe a scenario where Object-Oriented Programming may not be the best design choice.","Object-Oriented Programming (OOP) is a programming paradigm that organizes software design around objects, which combine data and behavior. Unlike procedural programming, which focuses on functions operating on data, OOP focuses on modeling real-world entities as objects. The four core principles of OOP are encapsulation, abstraction, inheritance, and polymorphism. Encapsulation ensures that an object's internal data is hidden and accessed only through well-defined interfaces. Abstraction focuses on exposing only essential features. Inheritance allows a class to derive properties and behavior from another class, and polymorphism enables different objects to respond differently to the same method call. A real-world example of encapsulation is a bank account, where balance details are hidden and accessed only through methods like deposit and withdraw. OOP may not be ideal for small, performance-critical systems such as low-level embedded software, where procedural programming can be simpler and faster.",95,0.7314547428508448,73.14547428508448,50.99545301358401,6.892004241081196,80.14243528834382
Q1,"What is Object-Oriented Programming, and how does it differ from procedural programming? Explain the four core principles of Object-Oriented Programming in your answer. Furthermore, provide a real-world example that clearly shows encapsulation or inheritance, and finally, describe a scenario where Object-Oriented Programming may not be the best design choice.","Object-Oriented Programming is a way of writing programs using objects that represent real-world entities. It differs from procedural programming because procedural programming relies mainly on functions, while OOP combines data and methods together. The four principles are encapsulation, abstraction, inheritance, and polymorphism. Encapsulation hides data inside classes, inheritance allows reuse of code, abstraction hides complexity, and polymorphism allows methods to behave differently. For example, a vehicle class can be inherited by car and bike classes. OOP may not be suitable for very small programs where it adds unnecessary complexity.",85,0.3013053015494592,30.130530154945923,7.643295317981385,81.41579042188258,62.09295861343117
Q1,"What is Object-Oriented Programming, and how does it differ from procedural programming? Explain the four core principles of Object-Oriented Programming in your answer. Furthermore, provide a real-world example that clearly shows encapsulation or inheritance, and finally, describe a scenario where Object-Oriented Programming may not be the best design choice.","Object-Oriented Programming is a programming style where programs are built using objects. Procedural programming focuses on step-by-step instructions, whereas OOP focuses on objects and classes. The main principles are encapsulation, inheritance, polymorphism, and abstraction. Encapsulation means keeping data safe inside objects. An example is a car class that has speed and fuel as attributes. OOP might not be a good choice when performance is the highest priority.",77,0.2428550098439452,24.285500984394524,3.187819489399444,90.1369762331565,58.80689731919032
Q1,"What is Object-Oriented Programming, and how does it differ from procedural programming? Explain the four core principles of Object-Oriented Programming in your answer. Furthermore, provide a real-world example that clearly shows encapsulation or inheritance, and finally, describe a scenario where Object-Oriented Programming may not be the best design choice.","OOP is a programming method that uses classes and objects. It is different from procedural programming because procedural programming uses functions. OOP has four principles like inheritance and encapsulation. For example, a student class can inherit from a person class. OOP may not be suitable for all applications.",63,0.2178706294378002,21.78706294378003,1.721564341174214,94.51930203240993,55.05055715327926
Q1,"What is Object-Oriented Programming, and how does it differ from procedural programming? Explain the four core principles of Object-Oriented Programming in your answer. Furthermore, provide a real-world example that clearly shows encapsulation or inheritance, and finally, describe a scenario where Object-Oriented Programming may not be the best design choice.",Object-Oriented Programming is about using objects in programs. Procedural programming is about writing functions. OOP principles include encapsulation and inheritance. A real-world example is a car object. Sometimes OOP is not needed for simple tasks.,56,0.2383772942016153,23.837729420161534,5.129336859085383,97.03983158956125,53.73327052412811
Q1,"What is Object-Oriented Programming, and how does it differ from procedural programming? Explain the four core principles of Object-Oriented Programming in your answer. Furthermore, provide a real-world example that clearly shows encapsulation or inheritance, and finally, describe a scenario where Object-Oriented Programming may not be the best design choice.",OOP is a type of programming. It uses objects. Procedural programming uses steps. OOP has principles like inheritance. An example is a class. OOP is not always good.,42,0.1832805888307052,18.32805888307053,0.7143375016616821,97.89806858974428,51.121093946459574
Q1,"What is Object-Oriented Programming, and how does it differ from procedural programming? Explain the four core principles of Object-Oriented Programming in your answer. Furthermore, provide a real-world example that clearly shows encapsulation or inheritance, and finally, describe a scenario where Object-Oriented Programming may not be the best design choice.",Object-Oriented Programming uses objects. Procedural programming uses procedures. There are some principles in OOP. It can be used to make programs.,34,0.1525110148837556,15.251101488375562,4.138004166149615,99.22461211519574,50.73533597385467
Q1,"What is Object-Oriented Programming, and how does it differ from procedural programming? Explain the four core principles of Object-Oriented Programming in your answer. Furthermore, provide a real-world example that clearly shows encapsulation or inheritance, and finally, describe a scenario where Object-Oriented Programming may not be the best design choice.",OOP is programming with objects. It is different from procedural programming. It has rules. Example is car.,23,0.1805431591171444,18.05431591171444,2.179486908973698,99.18355643900044,49.7372300299803
Q1,"What is Object-Oriented Programming, and how does it differ from procedural programming? Explain the four core principles of Object-Oriented Programming in your answer. Furthermore, provide a real-world example that clearly shows encapsulation or inheritance, and finally, describe a scenario where Object-Oriented Programming may not be the best design choice.",OOP is a programming language concept. It has objects and classes.,13,0.1345781759990105,13.45781759990105,1.3964260069075607,99.40793059657264,48.31242959612195
Q1,"What is Object-Oriented Programming, and how does it differ from procedural programming? Explain the four core principles of Object-Oriented Programming in your answer. Furthermore, provide a real-world example that clearly shows encapsulation or inheritance, and finally, describe a scenario where Object-Oriented Programming may not be the best design choice.",I don't know Object-Oriented Programming.,0,0.0979074343230748,9.790743432307483,5.217720149494689,100.0,45.625096833621484
Q2,"What are arrays and linked lists, and how do they differ from each other in terms of memory layout and access patterns? Compare their time and space complexities for standard operations such as insertion, deletion, and access. Also, describe a real-world situation where a linked list would be a better choice than an array.","Arrays and linked lists are fundamental data structures used to store collections of elements. An array stores elements in contiguous memory locations, which allows constant-time access using an index, but makes insertion and deletion expensive because elements may need to be shifted. A linked list, on the other hand, stores elements in non-contiguous memory locations, where each node contains data and a reference to the next node, allowing efficient insertions and deletions but slower access since traversal is required. In terms of complexity, arrays provide O(1) access but O(n) insertion and deletion in the worst case, whereas linked lists provide O(n) access but O(1) insertion and deletion when the position is known. A real-world example where linked lists are better is a music playlist, where songs are frequently added or removed without the need for shifting all elements.",96,0.727169758143053,72.7169758143053,51.21733923995348,0.0,78.03506304076673
